textBox7,textBox12,textBox1,textBox13,textBox15,textBox17,textBox5,textBox8,textBox9,textBox10,textBox11,textBox14,textBox16,textBox3,hAB_IDCaptionTextBox,lOCATIONCaptionTextBox,pHCaptionTextBox,tEMPCaptionTextBox,lATITUDECaptionTextBox,cITYCaptionTextBox,textBox4,textBox19,textBox2,textBox20,lOCATIONDataTextBox,cOUNTYDataTextBox,lATITUDEDataTextBox,tEMPDataTextBox,pHDataTextBox,hAB_IDDataTextBox,textBox18,textBox6,textBox21
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Holmes Beach,Anna Maria,Fish Kill,Manatee,,60603,Puffer,06/06/2003,5416
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Honeymoon Island,Dunedin,Discolored Water,Pinellas,,61003,No Dead Fish,06/10/2003,5425
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Malloy Beach,Treasure Island,Fish Kill,Pinellas,,61603,Species Unknown,06/16/2003,5433
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Gulf of Mexico,Pass-A-Grille,Fish Kill,Pinellas,,61603,"Snapper, Kingfish",06/16/2003,5436
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Redington Beach,Redington Beach,Fish Kill,Pinellas,,62003,Species Unknown,06/20/2003,5449
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Johns Pass,St Petersburg,Fish Kill,Pinellas,,62103,Species Unknown,06/21/2003,5460
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,South of City Pier,Anna Maria,Fish Kill,Manatee,,62603,Species Unknown,06/26/2003,5477
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Caladesi Island,Clearwater,Fish Kill,Pinellas,,62703,Catfish,06/27/2003,5484
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Gulf of Mexico at Anclote Key,St Petersburg,Fish Kill,Pinellas,,63003,"Wrasse, Grouper, Grunts",06/30/2003,5490
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Clearwater Wreck,Clearwater Beach,Fish Kill,Pinellas,,70803,"Hogfish, Pinfish",07/08/2003,5517
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,St Petersburg Beach,St Petersburg Beach,Fish Kill,Pinellas,,70903,"Catfish, Baitfish",07/09/2003,5521
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,St Petersburg Beach,St Petersburg Beach,Fish Kill,Pinellas,,70903,"Catfish, Baitfish",07/09/2003,5522
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Blind Man's Pass,St Petersburg Beach,Fish Kill,Pinellas,,70903,"Baitfish, Catfish",07/09/2003,5524
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Artificial Reef,Treasure Island,Fish Kill,Pinellas,,71103,"Pinfish, Grunt",07/11/2003,5527
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,By Anna Maria Island,Bradenton,Fish Kill,Manatee,,71403,"Catfish, Pinfish, Sargent Major, Porgy",07/14/2003,5536
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Bradenton Beach,Bradenton,Fish Kill,Manatee,,71403,"Snapper, Pinfish, Catfish, Mullet",07/14/2003,5537
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Near Anna Maria,Bradenton,Fish Kill,Manatee,,71403,"Needlefish, Spadefish, Pinfish",07/14/2003,5540
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Indian Shores Beach,Indian Shores,Mammal / Turtle,Pinellas,,71803,"Turtle, Dolphin",07/18/2003,5561
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Redington Beach,Redington Beach,Fish Kill,Pinellas,,71903,"Puffer, Grunt, Seabass, Pinfish, Trout",07/19/2003,5563
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Indian Rocks Beach,St Petersburg,Fish Kill,Pinellas,,71903,"Puffer, Eel, Sea Robin",07/19/2003,5564
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Indian Rocks Beach,Indian Rocks Beach,Fish Kill,Pinellas,,72003,"Grunt, Pinfish, Catfish, Puffer, Eel",07/20/2003,5565
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Madeira Beach,Madeira Beach,Fish Kill,Pinellas,,72003,"Puffer, Flounder, Sand Dollar, Pinfish, Sheepshead",07/20/2003,5566
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Redington Beach,Redington Beach,Fish Kill,Pinellas,,72103,"Puffer, Pinfish",07/21/2003,5568
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Honeymoon Island,Ozona,Fish Kill,Pinellas,,72103,"Lizardfish, Baitfish, Porcupine Fish, Grunt",07/21/2003,5569
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,26th Ave. just before Belair Beach,Indian Rocks Beach,Fish Kill,Pinellas,,72103,"Puffer, Eel",07/21/2003,5570
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Off Don Cesar,St Petersburg Beach,Fish Kill,Pinellas,,72103,"Pinfish, Puffer",07/21/2003,5574
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Off Don Cesar,St Petersburg Beach,Fish Kill,Pinellas,,72103,"Eel, Pinfish",07/21/2003,5575
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Redington Beach,Redington Shores,Fish Kill,Pinellas,,72203,"Pinfish, Puffer",07/22/2003,5577
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,St Pete Beach,St Petersburg Beach,Fish Kill,Pinellas,,72203,Burrfish,07/22/2003,5581
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Sand Key,Clearwater Beach,Fish Kill,Pinellas,,72203,"Puffer, Eel, Baitfish",07/22/2003,5585
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Longboat Key,Tampa,Fish Kill,Hillsborough,,72203,Pinfish,07/22/2003,5590
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Sea Chest Hotel to BilMar,Treasure Island,Fish Kill,Pinellas,,72203,"Eel, Pinfish",07/22/2003,5592
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Treasure Island,Treasure Island,Fish Kill,Pinellas,,72203,"Eel, Pinfish",07/22/2003,5600
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Clearwater Beach,Clearwater,Fish Kill,Pinellas,,72303,"Eel, Crab, Puffer",07/23/2003,5607
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Sank Key Beach,Sand Key,Fish Kill,Pinellas,,72303,Puffer,07/23/2003,5614
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,10/5/2021,To:,1/1/1995,From:,County Selected:,"Hillsborough,Pinellas,Manatee",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Longboat Key Beach,Longboat Key,Fish Kill,Manatee,,73003,Species Unknown,07/30/2003,5642
